 .42899220E+04  .20080320E+07  .37633090E+03  .45855190E+04  .21992280E+07  .26645700E+03
 .10000000E+02  .28000000E+02  .20000000E+01  .14000000E+02  .17000000E+02  .72335190E+04
 .37633090E+03  .64680410E+03  .20080320E+07  .11842240E+06 -.43804080E+00  .40737560E+06
 .40133570E+03  .64663780E+03  .19718150E+07  .12784230E+06 -.45350660E+00  .13770370E+06
 .42693220E+03  .64623380E+03  .19356130E+07  .14200200E+06 -.45882730E+00  .63596360E+05
 .45253010E+03  .64545180E+03  .18994440E+07  .16399370E+06 -.45387410E+00  .35521670E+05
 .47763530E+03  .64415990E+03  .18633320E+07  .19652580E+06 -.44191960E+00  .22804310E+05
 .50196260E+03  .64226590E+03  .18273090E+07  .24067460E+06 -.42651950E+00  .16257320E+05
 .52536180E+03  .63973380E+03  .17914100E+07  .29379960E+06 -.40869470E+00  .12584230E+05
 .54766740E+03  .63659310E+03  .17556700E+07  .34730420E+06 -.38715990E+00  .10426450E+05
 .56862160E+03  .63293570E+03  .17201210E+07  .38892910E+06 -.36018550E+00  .91567290E+04
 .58788810E+03  .62891090E+03  .16847880E+07  .41137800E+06 -.32684360E+00  .85003160E+04
 .58788810E+03  .62891090E+03  .16847880E+07  .41137800E+06 -.32684360E+00  .85003160E+04
 .63288910E+03  .61685410E+03  .15915410E+07  .56055090E+06 -.28585330E+00  .69684690E+04
 .67329710E+03  .60279710E+03  .15000490E+07  .72006840E+06 -.25398410E+00  .61305270E+04
 .70933420E+03  .58751170E+03  .14107640E+07  .88351830E+06 -.22721090E+00  .55946580E+04
 .74165040E+03  .57141820E+03  .13238360E+07  .10505750E+07 -.20425420E+00  .52327640E+04
 .77077190E+03  .55484740E+03  .12393620E+07  .12183260E+07 -.18452360E+00  .49776470E+04
 .79714060E+03  .53804880E+03  .11573930E+07  .13825180E+07 -.16745570E+00  .47907080E+04
 .82111450E+03  .52120660E+03  .10779490E+07  .15392840E+07 -.15251000E+00  .46494030E+04
 .84297740E+03  .50445740E+03  .10010260E+07  .16860620E+07 -.13924400E+00  .45402190E+04
 .86295510E+03  .48790320E+03  .92660230E+06  .18216140E+07 -.12732900E+00  .44545310E+04
 .88123160E+03  .47162000E+03  .85464180E+06  .19456070E+07 -.11652600E+00  .43864120E+04
 .89795930E+03  .45566330E+03  .78509990E+06  .20581370E+07 -.10665230E+00  .43316060E+04
 .91326620E+03  .44007250E+03  .71792440E+06  .21593950E+07 -.97557930E-01  .42870760E+04
 .92725910E+03  .42487560E+03  .65305840E+06  .22494690E+07 -.89112260E-01  .42507340E+04
 .94002640E+03  .41009170E+03  .59044110E+06  .23282540E+07 -.81198570E-01  .42211900E+04
 .95164000E+03  .39573380E+03  .53000960E+06  .23954010E+07 -.73712130E-01  .41974720E+04
 .96215670E+03  .38180990E+03  .47169930E+06  .24502590E+07 -.66558660E-01  .41787730E+04
 .97161990E+03  .36832370E+03  .41544470E+06  .24918170E+07 -.59651670E-01  .41642620E+04
 .98006050E+03  .35527440E+03  .36118030E+06  .25186290E+07 -.52909580E-01  .41530150E+04
 .98749730E+03  .34265770E+03  .30884080E+06  .25287670E+07 -.46256420E-01  .41441120E+04
 .99393880E+03  .33046580E+03  .25836170E+06  .25198410E+07 -.39631840E-01  .41368320E+04
 .99938620E+03  .31868910E+03  .20968020E+06  .24890020E+07 -.32995340E-01  .41306470E+04
 .10038330E+04  .30731600E+03  .16273480E+06  .24329060E+07 -.26271160E-01  .41248890E+04
 .10072520E+04  .29633370E+03  .11746590E+06  .23483870E+07 -.19232880E-01  .41189880E+04
 .10095650E+04  .28572890E+03  .73815850E+05  .22346040E+07 -.11421660E-01  .41132550E+04
 .10106020E+04  .27549100E+03  .31728890E+05  .20960830E+07 -.20569700E-02  .41088910E+04
 .10100410E+04  .26561330E+03 -.88494570E+04  .19460260E+07  .10159990E-01  .41081470E+04
 .10073120E+04  .25609680E+03 -.47973140E+05  .18104240E+07  .27232500E-01  .41164770E+04
 .26572360E-02  .64680410E+03  .20080320E+07  .34329770E-09 -.37067960E-05  .40737560E+06
 .37529510E-02  .64680410E+03  .21992280E+07  .42331910E-09 -.37067960E-05  .78619590E+06
 .26645700E+03  .64680410E+03  .21992280E+07  .12879280E+06 -.30377090E+00  .78619590E+06
 .25011510E+03  .64688790E+03  .22354510E+07  .13274970E+06 -.28009590E+00  .28413950E+06
 .23505980E+03  .64707170E+03  .22716810E+07  .13746380E+06 -.25783850E+00  .14702330E+06
 .22120930E+03  .64739400E+03  .23079260E+07  .14285840E+06 -.23707530E+00  .89566240E+05
 .20847850E+03  .64789410E+03  .23441930E+07  .14885420E+06 -.21785750E+00  .60305200E+05
 .19678010E+03  .64860940E+03  .23804940E+07  .15536540E+06 -.20019890E+00  .43515140E+05
 .18602760E+03  .64957450E+03  .24168420E+07  .16230070E+06 -.18407060E+00  .33039550E+05
 .17613690E+03  .65082150E+03  .24532520E+07  .16956650E+06 -.16940380E+00  .26076650E+05
 .16702890E+03  .65237920E+03  .24897400E+07  .17707150E+06 -.15610000E+00  .21211720E+05
 .15863050E+03  .65427480E+03  .25263240E+07  .18473400E+06 -.14404220E+00  .17672880E+05
 .15087530E+03  .65653390E+03  .25630250E+07  .19249290E+06 -.13310610E+00  .15012550E+05
 .14370390E+03  .65918080E+03  .25998630E+07  .20032090E+06 -.12317120E+00  .12957970E+05
 .13705340E+03  .66225300E+03  .26368130E+07  .20771080E+06 -.11462580E+00  .10942990E+05
